time,wind_speed,wind_direction,power,density,temperature,pressure
2007-01-16 09:00:00+00:00,6.660455,224.66328,3.667988,1.3246442,246.63268,97657.47
2007-01-16 10:00:00+00:00,7.2608867,221.96606,4.768172,1.3227308,247.10619,97609.48
2007-01-16 11:00:00+00:00,8.175167,218.20815,6.86133,1.3202085,247.6306,97575.22
2007-01-16 12:00:00+00:00,8.828029,216.54564,8.570236,1.3166356,248.24133,97552.94
2007-01-16 13:00:00+00:00,9.157122,211.96,9.432482,1.313516,248.93292,97490.375
2007-01-16 14:00:00+00:00,9.233671,209.63477,9.643456,1.3148676,249.6941,97427.44
2007-01-16 15:00:00+00:00,8.559691,206.86346,7.8193626,1.3125861,253.23735,97357.01
2007-01-16 16:00:00+00:00,7.4732375,205.844,5.169315,1.3052441,256.2747,97296.195
2007-01-16 17:00:00+00:00,6.5616946,204.8011,3.4211626,1.2946192,258.93616,97223.34
2007-01-16 18:00:00+00:00,5.906942,204.14476,2.4011662,1.2843894,260.96432,97118.21
2007-01-16 19:00:00+00:00,6.3278484,202.3181,2.9852715,1.2745603,262.7156,97039.086
2007-01-16 20:00:00+00:00,7.533607,205.21819,5.1491957,1.2674043,263.813,96975.46
2007-01-16 21:00:00+00:00,8.587718,204.99553,7.6050735,1.2628142,263.4425,96914.12
2007-01-16 22:00:00+00:00,10.618714,204.4652,12.169305,1.2598804,260.4015,96841.94
2007-01-16 23:00:00+00:00,11.87164,208.25592,13.72229,1.2576274,260.67453,96786.24
